age,categorie_age,sexe,milieu,niveau_education,experience,etat_matrimonial,possede_voiture,possede_logement,possede_terrain,socio_pro_group,revenu_annuel,nombre_enfants,charge_parentale,travail_secondaire,colonne_redundante,non_pertinente
28,Adulte,Homme,Urbain,Secondaire,6,Marié,0,1,0,3,,3,0,0,28,N/A
19,Jeune,Homme,Urbain,Secondaire,0,Marié,0,0,0,4,28535.607319029226,1,0,1,19,N/A
62,Âgé,Femme,Rural,Secondaire,38,Marié,1,1,0,1,40375.38187957724,2,1,0,62,N/A
44,Sénior,Homme,Urbain,Sans niveau,27,Divorcé,0,1,0,3,34799.103700172025,1,1,0,44,N/A
43,Sénior,Homme,Urbain,None,24,Marié,0,1,0,4,36653.43173501846,2,0,0,43,N/A
25,Jeune,Homme,Urbain,Fondamental,3,Célibataire,0,1,0,6,29887.42432122843,1,0,0,25,N/A
38,Adulte,Homme,Urbain,Secondaire,19,Célibataire,0,1,0,3,41899.26573684563,2,0,0,38,N/A
38,Adulte,Homme,Urbain,Fondamental,21,Célibataire,1,1,0,5,37988.280531807024,4,0,0,38,N/A
25,Jeune,Femme,Urbain,Supérieur,7,Célibataire,1,1,0,4,37752.079824678745,2,0,1,25,N/A
18,Jeune,Homme,Rural,Fondamental,0,Marié,0,0,0,5,16456.644549071734,2,1,0,18,N/A
55,Sénior,Homme,Urbain,Supérieur,36,Marié,1,0,0,4,47181.97795043892,4,0,0,55,N/A
30,Adulte,Homme,Rural,Sans niveau,11,Célibataire,0,1,0,6,18891.1800061328,1,0,0,30,N/A
26,Adulte,Femme,Urbain,Fondamental,4,Veuf,0,0,0,2,27139.208568598053,1,1,0,26,N/A
45,Sénior,Homme,Rural,Fondamental,21,Célibataire,0,0,0,4,23636.026956821992,1,0,0,45,N/A
23,Jeune,Femme,Urbain,Fondamental,1,Célibataire,0,1,0,4,27374.738452119964,2,1,0,23,N/A
64,Âgé,Femme,Urbain,Fondamental,40,Célibataire,0,1,0,3,40394.28684916308,0,0,0,64,N/A
40,Sénior,Homme,Urbain,Secondaire,19,Célibataire,0,1,0,4,38414.04761344565,4,1,0,40,N/A
65,Âgé,Femme,Urbain,Sans niveau,49,Célibataire,0,1,0,4,42265.171863563584,2,0,1,65,N/A
53,Sénior,Homme,Rural,Supérieur,33,Célibataire,0,0,0,3,33337.10515190022,3,0,0,53,N/A
34,Adulte,Femme,Urbain,Fondamental,15,Célibataire,0,0,1,3,27163.13794789115,2,1,0,34,N/A
26,Adulte,Femme,Urbain,Secondaire,9,Marié,1,0,0,2,35435.37984408665,2,0,0,26,N/A
29,Adulte,Femme,Rural,Fondamental,10,Célibataire,1,1,0,6,16225.054547356147,0,0,0,29,N/A
39,Adulte,Homme,Urbain,Fondamental,17,Marié,0,1,0,2,36456.32875141044,2,1,1,39,N/A
68,Âgé,Femme,Urbain,Secondaire,48,Célibataire,0,1,0,5,41240.00757031427,1,0,0,68,N/A
69,Âgé,Femme,Urbain,Fondamental,46,Célibataire,0,0,0,4,37565.89756245779,1,1,0,69,N/A
29,Adulte,Homme,Rural,Sans niveau,12,Célibataire,1,0,0,4,21579.62031283294,2,1,1,29,N/A
23,Jeune,Femme,Urbain,Fondamental,5,Célibataire,0,1,0,4,,3,1,1,23,N/A
61,Âgé,Homme,Rural,Secondaire,40,None,0,0,0,5,28572.27408288671,5,0,1,61,N/A
26,Adulte,Femme,Urbain,Fondamental,8,Marié,0,0,1,4,26865.171469897326,2,0,0,26,N/A
69,Âgé,Femme,Urbain,None,49,Divorcé,0,0,0,6,36850.363331266206,3,0,0,69,N/A
54,Sénior,Femme,Urbain,Supérieur,33,Marié,0,1,0,2,49263.1500253763,1,0,0,54,N/A
20,Jeune,Femme,Urbain,Fondamental,1,Marié,1,1,0,2,38079.968286471194,5,1,0,20,N/A
51,Sénior,Femme,Urbain,Fondamental,30,Marié,0,0,0,6,28338.892560073262,2,1,1,51,N/A
25,Jeune,Homme,Rural,Sans niveau,8,Veuf,0,0,0,4,21481.941139990915,3,1,0,25,N/A
27,Adulte,Femme,Rural,Fondamental,10,Marié,1,0,0,5,23331.848945536833,3,1,0,27,N/A
64,Âgé,Homme,Urbain,Fondamental,40,Veuf,0,0,0,4,38741.291954017586,2,0,0,64,N/A
58,Sénior,Homme,Urbain,Sans niveau,38,Marié,0,1,1,5,43877.41892942249,1,0,1,58,N/A
59,Sénior,Femme,Urbain,Sans niveau,36,None,1,0,1,3,45025.31874980297,1,0,0,59,N/A
60,Âgé,Homme,Rural,Fondamental,41,Célibataire,0,0,0,5,30621.431027317343,1,1,0,60,N/A
26,Adulte,Homme,Urbain,Fondamental,8,Célibataire,1,1,0,5,44130.74023924047,0,1,0,26,N/A
31,Adulte,Femme,Urbain,Secondaire,13,Marié,0,1,0,2,38109.30722587749,2,0,1,31,N/A
54,Sénior,Homme,Rural,Sans niveau,31,Marié,0,0,0,3,24447.17293814294,1,0,0,54,N/A
44,Sénior,Homme,Urbain,Secondaire,20,Célibataire,0,1,0,5,40681.530452085855,1,1,1,44,N/A
58,Sénior,Femme,Urbain,Sans niveau,39,Veuf,0,0,0,6,25976.250891775755,0,1,0,58,N/A
49,Sénior,Femme,Rural,Supérieur,28,Célibataire,0,1,0,6,,5,0,0,49,N/A
21,Jeune,Homme,Urbain,Fondamental,4,Célibataire,0,1,0,2,40038.98905199916,3,1,0,21,N/A
19,Jeune,Homme,Urbain,Fondamental,0,Marié,0,0,0,3,29063.34789110307,1,1,0,19,N/A
68,Âgé,Femme,Urbain,Fondamental,46,Célibataire,0,1,0,4,42886.08486354106,0,0,1,68,N/A
50,Sénior,Femme,Urbain,Fondamental,28,None,0,0,0,1,31223.208760874455,3,1,0,50,N/A
38,Adulte,Femme,Urbain,None,14,Marié,1,1,0,2,42237.09939346803,2,0,0,38,N/A
18,Jeune,Homme,Urbain,Fondamental,0,Célibataire,0,0,0,6,26335.799023922187,3,0,0,18,N/A
61,Âgé,Homme,Urbain,Supérieur,38,Marié,0,0,0,3,49855.21510991297,3,0,0,61,N/A
28,Adulte,Femme,Rural,Secondaire,6,Marié,0,0,0,2,26183.238904114645,3,1,0,28,N/A
18,Jeune,Homme,Rural,Fondamental,0,Marié,0,1,1,4,23396.66341997277,2,0,0,18,N/A
63,Âgé,Femme,Rural,Supérieur,43,Divorcé,0,0,1,3,36699.39940539342,1,0,0,63,N/A
28,Adulte,Homme,Urbain,Sans niveau,8,Célibataire,0,0,0,2,29514.743685546568,4,0,0,28,N/A
24,Jeune,Femme,Urbain,Secondaire,6,Célibataire,1,0,0,6,30610.63855197821,3,0,0,24,N/A
19,Jeune,Homme,Rural,Secondaire,0,Marié,1,0,0,3,23989.299677174098,2,1,0,19,N/A
32,Adulte,Homme,Urbain,Fondamental,15,Veuf,0,0,0,3,28676.408108885713,4,0,0,32,N/A
25,Jeune,Femme,Urbain,Fondamental,2,Marié,1,1,0,3,36971.335090120345,4,0,0,25,N/A
69,Âgé,Femme,Rural,Fondamental,48,Célibataire,0,0,0,2,33731.41044113405,0,0,0,69,N/A
64,Âgé,Femme,Urbain,Secondaire,40,None,0,0,0,6,30632.98634134439,2,0,0,64,N/A
43,Sénior,Homme,Urbain,Sans niveau,24,Célibataire,1,0,0,5,35555.94329478673,0,0,0,43,N/A
57,Sénior,Femme,Urbain,Supérieur,35,None,0,0,1,4,45551.535818566146,1,0,0,57,N/A
59,Sénior,Femme,Urbain,Sans niveau,42,None,0,1,0,2,40375.20780328345,0,0,0,59,N/A
68,Âgé,Homme,Rural,Fondamental,51,Marié,0,1,1,6,31808.784814190432,3,0,0,68,N/A
52,Sénior,Homme,Urbain,Sans niveau,34,Marié,1,1,0,2,41548.97370262331,0,1,0,52,N/A
69,Âgé,Femme,Urbain,Fondamental,47,Marié,0,0,0,4,40146.48619426964,5,0,0,69,N/A
63,Âgé,Homme,Rural,Supérieur,39,Marié,1,0,0,2,41385.51291960615,4,0,1,63,N/A
58,Sénior,Femme,Urbain,Fondamental,37,Veuf,1,0,0,4,41202.62599444426,4,1,0,58,N/A
58,Sénior,Homme,Rural,Sans niveau,37,Célibataire,0,1,0,6,26450.73040777007,3,0,0,58,N/A
38,Adulte,Femme,Urbain,Fondamental,16,Marié,0,0,0,2,31339.262502144556,3,0,0,38,N/A
55,Sénior,Homme,Urbain,Fondamental,38,Marié,0,0,0,3,37806.47178878484,3,0,0,55,N/A
25,Jeune,Homme,Urbain,Fondamental,1,Marié,0,1,0,2,37899.05544689672,2,0,0,25,N/A
60,Âgé,Homme,Rural,Supérieur,42,Célibataire,0,1,0,1,43549.473448800745,2,0,0,60,N/A
49,Sénior,Homme,Urbain,Secondaire,28,None,0,1,0,3,43232.993629409415,2,1,0,49,N/A
25,Jeune,Homme,Urbain,Supérieur,5,Célibataire,0,0,1,5,35531.66247442822,1,1,0,25,N/A
61,Âgé,Homme,Urbain,Fondamental,39,Divorcé,0,0,1,4,46943.145020353026,3,0,0,61,N/A
27,Adulte,Homme,Urbain,Sans niveau,8,Marié,0,0,0,2,28028.08284898735,3,1,0,27,N/A
40,Sénior,Homme,Urbain,Fondamental,22,Marié,1,1,0,5,38344.23054842903,3,1,0,40,N/A
21,Jeune,Homme,Urbain,None,0,Marié,0,0,0,4,31206.246619019774,1,0,0,21,N/A
65,Âgé,Homme,Urbain,Fondamental,44,Marié,1,1,0,4,40509.797051202724,1,0,0,65,N/A
69,Âgé,Femme,Rural,Fondamental,46,Marié,0,0,0,4,31692.12328569134,3,0,0,69,N/A
55,Sénior,Homme,Urbain,Sans niveau,32,Marié,0,0,1,6,32309.375476785615,2,0,0,55,N/A
47,Sénior,Homme,Urbain,Sans niveau,30,Marié,0,1,0,5,,1,0,1,47,N/A
58,Sénior,Homme,Urbain,None,38,Marié,0,1,0,6,44190.555667193075,3,0,0,58,N/A
40,Sénior,Homme,Rural,Fondamental,24,Divorcé,0,0,0,4,21609.633242512282,4,0,0,40,N/A
22,Jeune,Femme,Rural,Sans niveau,4,Célibataire,0,1,0,4,21001.911607482532,1,0,0,22,N/A
38,Adulte,Homme,Urbain,Supérieur,17,Marié,0,0,1,5,42295.25980746358,2,0,0,38,N/A
23,Jeune,Homme,Urbain,Fondamental,4,Célibataire,0,1,0,6,34513.38877438747,2,0,0,23,N/A
66,Âgé,Femme,Rural,Sans niveau,48,Marié,0,0,0,2,29853.807265391748,2,1,0,66,N/A
34,Adulte,Femme,Urbain,Sans niveau,11,Célibataire,0,1,0,2,33686.933737480846,0,0,0,34,N/A
42,Sénior,Femme,Rural,Fondamental,25,Marié,0,0,0,3,21463.636608710014,5,1,1,42,N/A
41,Sénior,Homme,Urbain,Fondamental,25,Divorcé,1,0,0,5,38581.03619648236,0,0,1,41,N/A
39,Adulte,Femme,Rural,Fondamental,18,Divorcé,0,0,0,4,21561.301120976816,2,0,1,39,N/A
30,Adulte,Homme,Urbain,Fondamental,10,Marié,0,1,0,2,40699.975257173304,2,1,0,30,N/A
34,Adulte,Femme,Urbain,Fondamental,18,Célibataire,0,0,1,3,32230.448575004495,2,1,0,34,N/A
31,Adulte,Homme,Urbain,Fondamental,7,Célibataire,0,0,0,5,30674.402152241146,2,1,0,31,N/A
51,Sénior,Homme,Urbain,Secondaire,30,Veuf,1,0,0,2,,1,0,0,51,N/A
43,Sénior,Femme,Urbain,Fondamental,24,Célibataire,0,1,0,4,29243.73550796061,3,0,0,43,N/A
36,Adulte,Femme,Rural,Fondamental,12,Marié,1,1,0,3,28079.292768548436,2,1,0,36,N/A
43,Sénior,Femme,Urbain,Secondaire,20,Célibataire,0,1,0,5,42090.3470148026,5,0,0,43,N/A
20,Jeune,Homme,Urbain,Secondaire,0,Veuf,0,0,0,4,28462.238292178885,7,1,0,20,N/A
19,Jeune,Femme,Urbain,Fondamental,0,Marié,0,0,0,2,23206.93700505474,2,0,0,19,N/A
45,Sénior,Femme,Urbain,Fondamental,22,Célibataire,1,0,0,6,32054.765896139117,2,1,1,45,N/A
19,Jeune,Homme,Rural,Fondamental,2,Célibataire,0,0,0,2,24927.104238852982,2,0,1,19,N/A
39,Adulte,Homme,Urbain,Supérieur,23,Célibataire,0,0,1,2,44809.538074230026,3,0,0,39,N/A
24,Jeune,Femme,Rural,Fondamental,1,Marié,0,1,0,4,22482.745141115996,3,1,0,24,N/A
21,Jeune,Homme,Urbain,Fondamental,0,Célibataire,0,0,0,5,27698.61290998798,0,0,1,21,N/A
66,Âgé,Femme,Urbain,Fondamental,48,Célibataire,0,0,0,3,36684.961525488885,0,0,0,66,N/A
55,Sénior,Homme,Urbain,Secondaire,31,Marié,0,0,0,3,40107.43104336028,0,0,0,55,N/A
56,Sénior,Femme,Urbain,Sans niveau,38,Marié,1,1,0,5,34679.438286837285,1,0,1,56,N/A
37,Adulte,Femme,Urbain,Secondaire,18,Célibataire,1,0,1,2,38134.735528490535,1,1,0,37,N/A
23,Jeune,Homme,Rural,Sans niveau,0,Divorcé,0,0,1,3,18973.62936360726,2,0,0,23,N/A
26,Adulte,Homme,Urbain,Supérieur,6,Célibataire,0,0,1,5,37912.620589981205,1,1,0,26,N/A
69,Âgé,Homme,Urbain,Fondamental,48,Marié,0,0,0,6,40656.37203864634,3,1,0,69,N/A
48,Sénior,Homme,Urbain,Fondamental,29,Veuf,0,0,0,4,36961.672971726715,2,0,0,48,N/A
43,Sénior,Homme,Rural,Sans niveau,25,Célibataire,1,1,0,4,30008.778542033055,1,0,0,43,N/A
53,Sénior,Femme,Urbain,Supérieur,32,None,1,0,0,2,47952.80255825499,1,0,0,53,N/A
43,Sénior,Femme,Urbain,Sans niveau,23,Célibataire,0,1,0,4,34022.67957261781,1,1,0,43,N/A
45,Sénior,Femme,Urbain,Fondamental,28,Marié,0,0,0,3,27858.22898248498,1,0,0,45,N/A
22,Jeune,Homme,Urbain,Secondaire,0,Veuf,0,0,0,3,36664.39234107858,2,0,0,22,N/A
68,Âgé,Femme,Urbain,Sans niveau,48,Marié,0,1,0,4,40143.85752303717,4,1,0,68,N/A
27,Adulte,Homme,Rural,Supérieur,4,Célibataire,0,1,0,6,28309.94661947669,2,1,0,27,N/A
35,Adulte,Homme,Urbain,Fondamental,19,Célibataire,0,0,0,4,31864.713430736887,1,0,0,35,N/A
32,Adulte,Homme,Urbain,Secondaire,8,Marié,0,0,0,4,,5,0,1,32,N/A
50,Sénior,Femme,Rural,Supérieur,26,Marié,0,1,0,5,,0,0,0,50,N/A
22,Jeune,Homme,Urbain,Sans niveau,0,Célibataire,1,0,1,6,26125.538660418395,4,0,0,22,N/A
54,Sénior,Femme,Urbain,Fondamental,31,Célibataire,1,1,1,4,43724.25688607152,1,0,0,54,N/A
57,Sénior,Femme,Urbain,Supérieur,36,Célibataire,0,0,0,6,38449.16520609378,3,0,0,57,N/A
39,Adulte,Homme,Rural,Secondaire,16,Célibataire,0,1,0,3,,1,0,0,39,N/A
39,Adulte,Homme,Rural,Secondaire,19,Divorcé,0,0,0,3,27884.8658686246,1,1,1,39,N/A
39,Adulte,Homme,Rural,Fondamental,15,Divorcé,0,0,0,4,30113.973920903067,3,0,0,39,N/A
69,Âgé,Femme,Urbain,Supérieur,45,Divorcé,1,1,0,4,48542.40147109372,0,1,1,69,N/A
32,Adulte,Femme,Urbain,Sans niveau,16,Marié,0,1,0,4,28932.349463677234,0,1,0,32,N/A
34,Adulte,Homme,Rural,Supérieur,10,Célibataire,0,1,1,5,37267.42141938572,3,1,0,34,N/A
68,Âgé,Homme,Rural,Secondaire,52,Célibataire,0,0,0,4,39251.82354681611,2,1,0,68,N/A
62,Âgé,Femme,Urbain,Fondamental,41,Marié,0,0,0,5,38953.64037381115,5,0,0,62,N/A
45,Sénior,Homme,Urbain,Secondaire,29,Marié,0,0,0,3,,2,0,0,45,N/A
39,Adulte,Femme,Urbain,Secondaire,18,Célibataire,0,0,0,2,35862.48595852418,1,0,0,39,N/A
38,Adulte,Femme,Urbain,Sans niveau,15,Marié,1,0,0,1,36006.30661196277,5,0,0,38,N/A
59,Sénior,Homme,Urbain,Sans niveau,39,None,0,1,0,1,42771.37312691837,3,1,0,59,N/A
34,Adulte,Femme,Urbain,Sans niveau,15,Marié,0,0,0,2,30559.297607478915,2,1,1,34,N/A
22,Jeune,Femme,Urbain,Fondamental,3,Marié,0,0,0,3,23842.64066849838,1,0,0,22,N/A
35,Adulte,Homme,Rural,Fondamental,14,Marié,0,1,0,6,,1,0,0,35,N/A
34,Adulte,Femme,Urbain,Supérieur,18,Divorcé,0,1,0,5,39839.13550843602,0,1,0,34,N/A
21,Jeune,Femme,Rural,Fondamental,0,Célibataire,0,1,0,6,20710.624779867794,2,0,0,21,N/A
24,Jeune,Femme,Urbain,Fondamental,2,Marié,0,0,0,5,26086.417467104064,1,0,0,24,N/A
42,Sénior,Homme,Urbain,Supérieur,26,Célibataire,0,1,1,1,49479.490480853055,2,1,1,42,N/A
54,Sénior,Femme,Urbain,Secondaire,34,Célibataire,1,0,0,4,41296.97244715796,3,0,0,54,N/A
57,Sénior,Homme,Urbain,Fondamental,39,Célibataire,0,0,0,3,37592.34404940001,4,1,0,57,N/A
57,Sénior,Homme,Rural,Sans niveau,41,Célibataire,0,0,0,3,21981.121774110125,1,1,0,57,N/A
60,Âgé,Homme,Urbain,Fondamental,42,Marié,0,1,0,2,44937.27180177782,2,0,0,60,N/A
26,Adulte,Homme,Urbain,Fondamental,2,Célibataire,0,1,0,3,34099.21768726781,2,0,0,26,N/A
36,Adulte,Femme,Urbain,Secondaire,14,Marié,0,0,0,4,30451.0841728093,3,0,0,36,N/A
68,Âgé,Femme,Urbain,Sans niveau,48,Célibataire,1,0,0,2,37042.43888777185,2,0,0,68,N/A
26,Adulte,Femme,Rural,Fondamental,8,Marié,0,1,0,3,13395.748858846642,1,0,0,26,N/A
40,Sénior,Homme,Urbain,Fondamental,24,Veuf,0,1,0,4,38688.532120977594,2,0,0,40,N/A
48,Sénior,Femme,Urbain,Sans niveau,32,Marié,1,0,0,1,,2,0,1,48,N/A
49,Sénior,Homme,Rural,Supérieur,32,Célibataire,0,1,1,4,42721.127647492525,3,0,1,49,N/A
69,Âgé,Homme,Urbain,Secondaire,52,Célibataire,0,0,0,2,44670.80918627382,2,0,0,69,N/A
48,Sénior,Femme,Rural,Secondaire,31,Célibataire,0,1,1,2,38746.05966643629,3,0,0,48,N/A
34,Adulte,Homme,Urbain,Fondamental,18,Célibataire,0,0,1,5,29987.428148552368,1,0,0,34,N/A
65,Âgé,Homme,Urbain,Secondaire,41,Marié,0,1,0,6,52594.33135484196,5,0,0,65,N/A
56,Sénior,Femme,Urbain,Supérieur,40,Célibataire,1,0,0,3,48215.912076390596,5,0,0,56,N/A
39,Adulte,Femme,Urbain,None,21,Divorcé,1,0,0,4,33867.19287381094,0,0,0,39,N/A
52,Sénior,Femme,Urbain,None,34,Célibataire,0,1,0,6,35035.132741378606,1,1,1,52,N/A
47,Sénior,Femme,Rural,Secondaire,25,Marié,0,0,1,5,28902.74494590812,3,1,0,47,N/A
68,Âgé,Homme,Urbain,Secondaire,44,Célibataire,0,0,1,3,44830.617160320595,0,1,0,68,N/A
57,Sénior,Homme,Urbain,Secondaire,39,Divorcé,0,1,1,2,45646.74228543109,0,1,0,57,N/A
54,Sénior,Femme,Urbain,Supérieur,38,Célibataire,0,1,0,4,50593.44826871546,1,1,0,54,N/A
43,Sénior,Homme,Rural,Secondaire,20,Divorcé,0,1,1,3,33762.28156941497,2,1,0,43,N/A
23,Jeune,Femme,Urbain,Sans niveau,2,Marié,0,1,0,5,24559.553991301196,1,1,0,23,N/A
51,Sénior,Homme,Rural,Sans niveau,35,Célibataire,1,1,0,2,32681.670623838112,2,0,0,51,N/A
49,Sénior,Femme,Rural,Supérieur,31,Veuf,1,1,0,2,41736.138189129466,5,1,0,49,N/A
42,Sénior,Homme,Urbain,Sans niveau,24,Marié,0,1,0,4,38361.53865325159,3,0,0,42,N/A
68,Âgé,Homme,Urbain,Fondamental,46,Célibataire,1,1,1,2,48455.99197213756,4,0,1,68,N/A
30,Adulte,Femme,Rural,Fondamental,10,Célibataire,0,0,0,2,20134.221823451313,4,0,0,30,N/A
55,Sénior,Homme,Urbain,Fondamental,31,Marié,1,0,1,5,39750.07418880553,4,0,0,55,N/A
55,Sénior,Femme,Urbain,Secondaire,39,Marié,1,0,0,3,37449.15218998909,2,1,0,55,N/A
19,Jeune,Femme,Rural,Secondaire,0,Marié,1,0,0,6,21440.36258756814,3,1,0,19,N/A
22,Jeune,Femme,Urbain,Supérieur,0,Divorcé,0,0,0,5,30675.457212531117,3,0,0,22,N/A
28,Adulte,Homme,Urbain,Supérieur,5,Veuf,0,1,0,5,42753.67627329453,0,1,0,28,N/A
28,Adulte,Femme,Urbain,Fondamental,4,Célibataire,1,0,1,5,29330.291655224122,1,1,0,28,N/A
41,Sénior,Femme,Rural,None,21,Divorcé,0,0,0,1,33258.937691647894,1,0,0,41,N/A
31,Adulte,Femme,Urbain,Fondamental,13,Divorcé,0,1,0,5,30263.156821105575,2,0,0,31,N/A
62,Âgé,Femme,Urbain,Secondaire,43,Marié,1,0,0,3,,2,1,1,62,N/A
47,Sénior,Femme,Rural,Secondaire,26,Marié,0,0,0,5,30846.030997906048,2,0,0,47,N/A
57,Sénior,Femme,Urbain,Sans niveau,37,Marié,0,0,0,4,31954.576077502777,2,1,0,57,N/A
64,Âgé,Homme,Urbain,Fondamental,43,Veuf,0,1,0,6,40608.11715346387,0,1,0,64,N/A
61,Âgé,Femme,Rural,Supérieur,43,Célibataire,0,0,0,5,32429.433109991354,4,0,0,61,N/A
52,Sénior,Homme,Urbain,Fondamental,33,Célibataire,0,0,0,4,34802.54483229488,1,1,0,52,N/A
38,Adulte,Femme,Urbain,Fondamental,21,Divorcé,1,0,0,2,33671.098473639555,2,0,1,38,N/A
22,Jeune,Homme,Rural,Secondaire,0,Célibataire,0,0,0,2,26455.43848506863,2,0,0,22,N/A
55,Sénior,Homme,Urbain,Supérieur,31,Célibataire,0,0,0,3,45277.64264039698,1,0,0,55,N/A
19,Jeune,Femme,Rural,None,2,Célibataire,1,1,0,2,30793.1317021111,2,1,0,19,N/A
57,Sénior,Homme,Urbain,Sans niveau,33,Célibataire,1,0,0,4,37391.90551479481,2,0,0,57,N/A
54,Sénior,Homme,Urbain,Sans niveau,38,Célibataire,1,0,1,4,39728.96110652208,1,0,0,54,N/A
66,Âgé,Femme,Rural,Supérieur,46,Célibataire,0,0,1,1,42346.68447762487,2,0,0,66,N/A
51,Sénior,Femme,Urbain,Fondamental,33,Célibataire,0,0,0,4,28665.276951436914,3,1,0,51,N/A
28,Adulte,Homme,Urbain,Secondaire,12,Divorcé,1,0,0,5,34081.00964012263,2,0,1,28,N/A
53,Sénior,Homme,Rural,Fondamental,31,Célibataire,0,0,0,4,29136.72496969405,2,0,0,53,N/A
28,Adulte,Homme,Urbain,Sans niveau,10,Marié,0,0,0,2,24875.092531023853,1,0,0,28,N/A
26,Adulte,Homme,Urbain,Fondamental,9,None,0,0,0,5,22883.628059490205,4,0,0,26,N/A
23,Jeune,Homme,Urbain,Fondamental,6,Divorcé,0,0,0,4,29136.880891006615,2,0,1,23,N/A
51,Sénior,Homme,Urbain,Sans niveau,33,Célibataire,0,1,0,6,36083.21256579291,1,1,1,51,N/A
64,Âgé,Homme,Urbain,Supérieur,41,Célibataire,1,0,0,2,50415.708202394,3,1,0,64,N/A
54,Sénior,Femme,Urbain,Supérieur,36,Célibataire,1,0,1,3,46613.14783106824,0,1,0,54,N/A
49,Sénior,Femme,Urbain,Fondamental,26,Divorcé,1,0,0,5,33777.60019860571,4,1,0,49,N/A
29,Adulte,Femme,Urbain,Supérieur,9,Célibataire,0,0,0,3,,1,0,0,29,N/A
62,Âgé,Homme,Urbain,Supérieur,45,Célibataire,0,0,0,3,48819.93462187209,4,0,0,62,N/A
49,Sénior,Femme,Rural,Supérieur,27,Marié,0,1,0,5,34135.58040793759,2,1,0,49,N/A
34,Adulte,Femme,Urbain,Secondaire,11,Divorcé,1,0,0,3,36739.069815572606,2,1,0,34,N/A
21,Jeune,Homme,Urbain,Fondamental,4,Divorcé,0,0,0,4,27601.19929727913,6,0,0,21,N/A
59,Sénior,Homme,Rural,Fondamental,42,Célibataire,1,0,0,5,36470.0819380321,1,0,0,59,N/A
50,Sénior,Femme,Rural,Sans niveau,31,Veuf,0,1,0,2,,5,1,0,50,N/A
60,Âgé,Femme,Rural,Sans niveau,36,Célibataire,0,0,0,4,22082.386332307062,1,0,0,60,N/A
65,Âgé,Femme,Rural,Secondaire,42,Divorcé,0,0,1,4,33480.982373399136,2,0,0,65,N/A
60,Âgé,Femme,Rural,Sans niveau,39,Marié,1,0,1,3,32095.620598937665,2,0,1,60,N/A
26,Adulte,Homme,Rural,Sans niveau,6,Marié,1,1,1,2,29768.95151699358,2,1,0,26,N/A
51,Sénior,Homme,Urbain,Secondaire,34,Divorcé,1,0,1,3,41642.037104053146,1,0,0,51,N/A
56,Sénior,Femme,Urbain,Fondamental,40,Marié,1,1,0,4,44849.53554102169,3,0,0,56,N/A
68,Âgé,Homme,Urbain,Fondamental,49,Célibataire,0,1,0,5,41452.26513979011,3,1,1,68,N/A
47,Sénior,Homme,Urbain,Fondamental,26,Célibataire,1,1,0,4,44050.42404275768,2,0,0,47,N/A
67,Âgé,Homme,Urbain,Secondaire,43,Célibataire,1,0,1,6,46582.84920883338,0,0,0,67,N/A
37,Adulte,Femme,Rural,None,21,Marié,0,1,0,6,26243.816134872708,1,0,1,37,N/A
56,Sénior,Femme,Urbain,Fondamental,32,Marié,1,1,0,5,39516.01874949376,0,1,0,56,N/A
40,Sénior,Homme,Rural,Fondamental,16,Célibataire,0,0,0,3,24425.624951737605,2,0,0,40,N/A
58,Sénior,Femme,Urbain,Sans niveau,41,Divorcé,1,0,0,1,39307.94752052547,3,0,0,58,N/A
61,Âgé,Homme,Urbain,Sans niveau,42,Marié,0,0,0,5,39680.09898391205,5,1,0,61,N/A
52,Sénior,Homme,Urbain,Fondamental,29,Célibataire,0,0,1,2,28562.844157636617,1,0,0,52,N/A
40,Sénior,Homme,Urbain,Secondaire,21,Marié,0,1,0,3,38164.67266324865,2,0,1,40,N/A
65,Âgé,Femme,Rural,Supérieur,46,Marié,0,0,0,2,,3,0,1,65,N/A
56,Sénior,Homme,Rural,Fondamental,36,Célibataire,1,0,0,3,37494.55111583606,3,0,0,56,N/A
40,Sénior,Homme,Urbain,Supérieur,23,Marié,1,0,0,3,45245.90791906492,1,1,0,40,N/A
54,Sénior,Homme,Urbain,Fondamental,37,Célibataire,0,1,0,5,42086.92158983222,4,1,0,54,N/A
40,Sénior,Homme,Urbain,Fondamental,24,Marié,0,1,0,4,45205.973284935135,2,1,1,40,N/A
56,Sénior,Femme,Urbain,Fondamental,38,Célibataire,0,0,0,5,28617.597601659563,1,0,0,56,N/A
45,Sénior,Homme,Rural,Sans niveau,24,Marié,0,0,0,4,21347.702418847086,1,1,1,45,N/A
36,Adulte,Homme,Rural,Fondamental,13,Célibataire,1,0,0,4,29596.870118797422,3,0,0,36,N/A
66,Âgé,Homme,Urbain,Fondamental,45,Célibataire,1,0,0,4,37720.73678864711,0,0,0,66,N/A
65,Âgé,Homme,Urbain,Sans niveau,42,None,1,0,1,2,45034.0623069718,4,0,0,65,N/A
47,Sénior,Femme,Urbain,Fondamental,31,Célibataire,1,0,0,5,39655.74241487161,5,0,1,47,N/A
38,Adulte,Homme,Rural,Secondaire,22,Marié,0,0,1,3,31632.793597274736,3,1,0,38,N/A
41,Sénior,Homme,Rural,Secondaire,21,Marié,0,0,0,5,23094.34758830876,2,0,0,41,N/A
38,Adulte,Homme,Rural,Secondaire,16,Divorcé,1,1,0,4,32321.670365610014,3,0,0,38,N/A
